#    L    TT             EE             BB             TE             PP             TP             EP          
   231    0.54229E+04    0.12257E+01    0.24478E-02    0.33117E+02    0.47571E-07    0.11335E-03    0.11962E-06
   232    0.54154E+04    0.12697E+01    0.24588E-02    0.34747E+02    0.47348E-07    0.11241E-03    0.13274E-06
   233    0.54073E+04    0.13157E+01    0.24698E-02    0.36378E+02    0.47126E-07    0.11147E-03    0.14579E-06
   234    0.53984E+04    0.13636E+01    0.24808E-02    0.38010E+02    0.46906E-07    0.11054E-03    0.15876E-06
   235    0.53891E+04    0.14134E+01    0.24916E-02    0.39643E+02    0.46687E-07    0.10962E-03    0.17168E-06
   236    0.53791E+04    0.14651E+01    0.25022E-02    0.41276E+02    0.46471E-07    0.10870E-03    0.18452E-06
   237    0.53685E+04    0.15188E+01    0.25127E-02    0.42908E+02    0.46255E-07    0.10779E-03    0.19731E-06
   238    0.53573E+04    0.15747E+01    0.25228E-02    0.44539E+02    0.46041E-07    0.10689E-03    0.21003E-06
   239    0.53456E+04    0.16324E+01    0.25327E-02    0.46167E+02    0.45829E-07    0.10600E-03    0.22270E-06
   240    0.53331E+04    0.16922E+01    0.25422E-02    0.47792E+02    0.45619E-07    0.10511E-03    0.23530E-06
   241    0.53203E+04    0.17541E+01    0.25513E-02    0.49413E+02    0.45409E-07    0.10423E-03    0.24786E-06
   242    0.53068E+04    0.18180E+01    0.25599E-02    0.51030E+02    0.45202E-07    0.10335E-03    0.26036E-06
   243    0.52928E+04    0.18840E+01    0.25680E-02    0.52642E+02    0.44996E-07    0.10249E-03    0.27280E-06
   244    0.52782E+04    0.19522E+01    0.25756E-02    0.54248E+02    0.44791E-07    0.10163E-03    0.28520E-06
   245    0.52630E+04    0.20225E+01    0.25825E-02    0.55846E+02    0.44588E-07    0.10078E-03    0.29755E-06
   246    0.52472E+04    0.20949E+01    0.25888E-02    0.57438E+02    0.44386E-07    0.99930E-04    0.30986E-06
   247    0.52310E+04    0.21694E+01    0.25944E-02    0.59022E+02    0.44186E-07    0.99090E-04    0.32212E-06
   248    0.52142E+04    0.22463E+01    0.25993E-02    0.60597E+02    0.43987E-07    0.98258E-04    0.33434E-06
   249    0.51970E+04    0.23252E+01    0.26033E-02    0.62162E+02    0.43789E-07    0.97432E-04    0.34652E-06
   250    0.51792E+04    0.24064E+01    0.26065E-02    0.63716E+02    0.43593E-07    0.96613E-04    0.35866E-06
   251    0.51609E+04    0.24897E+01    0.26089E-02    0.65260E+02    0.43398E-07    0.95800E-04    0.37076E-06
   252    0.51420E+04    0.25752E+01    0.26103E-02    0.66793E+02    0.43204E-07    0.94995E-04    0.38283E-06
   253    0.51228E+04    0.26628E+01    0.26109E-02    0.68312E+02    0.43012E-07    0.94195E-04    0.39486E-06
   254    0.51030E+04    0.27528E+01    0.26107E-02    0.69819E+02    0.42821E-07    0.93402E-04    0.40685E-06
   255    0.50827E+04    0.28448E+01    0.26096E-02    0.71312E+02    0.42632E-07    0.92615E-04    0.41881E-06
   256    0.50620E+04    0.29393E+01    0.26077E-02    0.72792E+02    0.42443E-07    0.91835E-04    0.43073E-06
   257    0.50409E+04    0.30357E+01    0.26051E-02    0.74251E+02    0.42256E-07    0.91061E-04    0.44261E-06
   258    0.50192E+04    0.31345E+01    0.26017E-02    0.75702E+02    0.42071E-07    0.90293E-04    0.45445E-06
   259    0.49972E+04    0.32354E+01    0.25975E-02    0.77129E+02    0.41886E-07    0.89531E-04    0.46625E-06
   260    0.49747E+04    0.33386E+01    0.25926E-02    0.78548E+02    0.41703E-07    0.88775E-04    0.47802E-06
   261    0.49518E+04    0.34439E+01    0.25870E-02    0.79936E+02    0.41521E-07    0.88025E-04    0.48974E-06
   262    0.49283E+04    0.35514E+01    0.25807E-02    0.81316E+02    0.41340E-07    0.87281E-04    0.50143E-06
   263    0.49048E+04    0.36612E+01    0.25737E-02    0.82680E+02    0.41160E-07    0.86543E-04    0.51308E-06
   264    0.48806E+04    0.37730E+01    0.25661E-02    0.84020E+02    0.40982E-07    0.85811E-04    0.52468E-06
   265    0.48559E+04    0.38870E+01    0.25578E-02    0.85330E+02    0.40805E-07    0.85084E-04    0.53625E-06
   266    0.48310E+04    0.40033E+01    0.25489E-02    0.86632E+02    0.40629E-07    0.84363E-04    0.54777E-06
   267    0.48055E+04    0.41216E+01    0.25394E-02    0.87903E+02    0.40454E-07    0.83648E-04    0.55926E-06
   268    0.47797E+04    0.42421E+01    0.25294E-02    0.89158E+02    0.40280E-07    0.82938E-04    0.57070E-06
   269    0.47534E+04    0.43647E+01    0.25187E-02    0.90390E+02    0.40108E-07    0.82234E-04    0.58210E-06
   270    0.47269E+04    0.44894E+01    0.25076E-02    0.91600E+02    0.39936E-07    0.81535E-04    0.59346E-06
   271    0.47000E+04    0.46161E+01    0.24959E-02    0.92786E+02    0.39766E-07    0.80842E-04    0.60478E-06
   272    0.46729E+04    0.47451E+01    0.24836E-02    0.93941E+02    0.39597E-07    0.80154E-04    0.61606E-06
   273    0.46453E+04    0.48758E+01    0.24709E-02    0.95082E+02    0.39429E-07    0.79471E-04    0.62729E-06
   274    0.46175E+04    0.50088E+01    0.24578E-02    0.96184E+02    0.39262E-07    0.78794E-04    0.63848E-06
   275    0.45893E+04    0.51436E+01    0.24442E-02    0.97271E+02    0.39096E-07    0.78121E-04    0.64963E-06
   276    0.45609E+04    0.52804E+01    0.24301E-02    0.98320E+02    0.38932E-07    0.77454E-04    0.66073E-06
   277    0.45321E+04    0.54192E+01    0.24156E-02    0.99353E+02    0.38768E-07    0.76791E-04    0.67179E-06
   278    0.45030E+04    0.55599E+01    0.24008E-02    0.10035E+03    0.38605E-07    0.76134E-04    0.68281E-06
   279    0.44737E+04    0.57024E+01    0.23855E-02    0.10131E+03    0.38444E-07    0.75481E-04    0.69378E-06
   280    0.44442E+04    0.58468E+01    0.23699E-02    0.10226E+03    0.38283E-07    0.74834E-04    0.70471E-06
   281    0.44145E+04    0.59931E+01    0.23539E-02    0.10318E+03    0.38124E-07    0.74191E-04    0.71559E-06
   282    0.43843E+04    0.61410E+01    0.23377E-02    0.10406E+03    0.37966E-07    0.73553E-04    0.72643E-06
   283    0.43541E+04    0.62908E+01    0.23211E-02    0.10491E+03    0.37808E-07    0.72919E-04    0.73722E-06
   284    0.43236E+04    0.64423E+01    0.23042E-02    0.10573E+03    0.37652E-07    0.72290E-04    0.74797E-06
   285    0.42930E+04    0.65955E+01    0.22871E-02    0.10653E+03    0.37496E-07    0.71665E-04    0.75867E-06
   286    0.42621E+04    0.67504E+01    0.22697E-02    0.10728E+03    0.37342E-07    0.71045E-04    0.76932E-06
   287    0.42309E+04    0.69068E+01    0.22521E-02    0.10801E+03    0.37188E-07    0.70430E-04    0.77993E-06
   288    0.41997E+04    0.70649E+01    0.22342E-02    0.10871E+03    0.37036E-07    0.69818E-04    0.79049E-06
   289    0.41682E+04    0.72244E+01    0.22162E-02    0.10937E+03    0.36884E-07    0.69211E-04    0.80100E-06
   290    0.41367E+04    0.73854E+01    0.21980E-02    0.11000E+03    0.36734E-07    0.68608E-04    0.81147E-06
   291    0.41050E+04    0.75484E+01    0.21796E-02    0.11059E+03    0.36584E-07    0.68010E-04    0.82189E-06
   292    0.40729E+04    0.77125E+01    0.21611E-02    0.11116E+03    0.36435E-07    0.67415E-04    0.83226E-06
   293    0.40409E+04    0.78771E+01    0.21425E-02    0.11168E+03    0.36287E-07    0.66824E-04    0.84258E-06
   294    0.40087E+04    0.80439E+01    0.21238E-02    0.11218E+03    0.36140E-07    0.66238E-04    0.85285E-06
   295    0.39766E+04    0.82113E+01    0.21050E-02    0.11264E+03    0.35994E-07    0.65655E-04    0.86308E-06
   296    0.39442E+04    0.83807E+01    0.20861E-02    0.11306E+03    0.35849E-07    0.65076E-04    0.87325E-06
   297    0.39118E+04    0.85501E+01    0.20672E-02    0.11346E+03    0.35705E-07    0.64501E-04    0.88338E-06
   298    0.38791E+04    0.87215E+01    0.20482E-02    0.11381E+03    0.35561E-07    0.63930E-04    0.89345E-06
   299    0.38465E+04    0.88943E+01    0.20293E-02    0.11412E+03    0.35419E-07    0.63362E-04    0.90348E-06
   300    0.38138E+04    0.90669E+01    0.20103E-02    0.11440E+03    0.35277E-07    0.62798E-04    0.91345E-06
   301    0.37810E+04    0.92409E+01    0.19914E-02    0.11464E+03    0.35136E-07    0.62237E-04    0.92338E-06
   302    0.37483E+04    0.94155E+01    0.19725E-02    0.11486E+03    0.34996E-07    0.61680E-04    0.93325E-06
   303    0.37155E+04    0.95914E+01    0.19537E-02    0.11503E+03    0.34856E-07    0.61127E-04    0.94306E-06
   304    0.36827E+04    0.97686E+01    0.19349E-02    0.11516E+03    0.34718E-07    0.60577E-04    0.95280E-06
   305    0.36499E+04    0.99457E+01    0.19161E-02    0.11526E+03    0.34580E-07    0.60031E-04    0.96248E-06
   306    0.36170E+04    0.10123E+02    0.18975E-02    0.11532E+03    0.34443E-07    0.59488E-04    0.97208E-06
   307    0.35842E+04    0.10302E+02    0.18789E-02    0.11534E+03    0.34307E-07    0.58949E-04    0.98160E-06
   308    0.35514E+04    0.10482E+02    0.18604E-02    0.11533E+03    0.34172E-07    0.58413E-04    0.99104E-06
   309    0.35187E+04    0.10662E+02    0.18420E-02    0.11528E+03    0.34037E-07    0.57881E-04    0.10004E-05
   310    0.34859E+04    0.10841E+02    0.18237E-02    0.11519E+03    0.33903E-07    0.57353E-04    0.10097E-05
   311    0.34532E+04    0.11022E+02    0.18056E-02    0.11506E+03    0.33770E-07    0.56829E-04    0.10188E-05
   312    0.34207E+04    0.11203E+02    0.17875E-02    0.11490E+03    0.33638E-07    0.56308E-04    0.10279E-05
   313    0.33881E+04    0.11384E+02    0.17696E-02    0.11470E+03    0.33507E-07    0.55790E-04    0.10368E-05
   314    0.33557E+04    0.11566E+02    0.17519E-02    0.11446E+03    0.33376E-07    0.55277E-04    0.10457E-05
   315    0.33234E+04    0.11747E+02    0.17343E-02    0.11418E+03    0.33246E-07    0.54767E-04    0.10544E-05
   316    0.32911E+04    0.11928E+02    0.17168E-02    0.11387E+03    0.33117E-07    0.54260E-04    0.10630E-05
   317    0.32590E+04    0.12108E+02    0.16995E-02    0.11352E+03    0.32988E-07    0.53758E-04    0.10715E-05
   318    0.32269E+04    0.12290E+02    0.16825E-02    0.11313E+03    0.32860E-07    0.53259E-04    0.10798E-05
   319    0.31950E+04    0.12471E+02    0.16656E-02    0.11271E+03    0.32733E-07    0.52764E-04    0.10881E-05
   320    0.31633E+04    0.12652E+02    0.16489E-02    0.11226E+03    0.32607E-07    0.52272E-04    0.10961E-05
   321    0.31317E+04    0.12834E+02    0.16324E-02    0.11176E+03    0.32481E-07    0.51784E-04    0.11041E-05
   322    0.31002E+04    0.13013E+02    0.16161E-02    0.11123E+03    0.32356E-07    0.51300E-04    0.11119E-05
   323    0.30689E+04    0.13193E+02    0.16001E-02    0.11066E+03    0.32232E-07    0.50820E-04    0.11195E-05
   324    0.30378E+04    0.13373E+02    0.15842E-02    0.11005E+03    0.32108E-07    0.50344E-04    0.11270E-05
   325    0.30069E+04    0.13550E+02    0.15687E-02    0.10941E+03    0.31985E-07    0.49871E-04    0.11343E-05
   326    0.29762E+04    0.13729E+02    0.15534E-02    0.10873E+03    0.31863E-07    0.49402E-04    0.11414E-05
   327    0.29456E+04    0.13906E+02    0.15383E-02    0.10801E+03    0.31742E-07    0.48937E-04    0.11484E-05
   328    0.29153E+04    0.14082E+02    0.15235E-02    0.10727E+03    0.31621E-07    0.48475E-04    0.11552E-05
   329    0.28852E+04    0.14258E+02    0.15090E-02    0.10649E+03    0.31501E-07    0.48018E-04    0.11618E-05
   330    0.28553E+04    0.14432E+02    0.14948E-02    0.10566E+03    0.31381E-07    0.47564E-04    0.11683E-05
   331    0.28257E+04    0.14605E+02    0.14809E-02    0.10481E+03    0.31262E-07    0.47114E-04    0.11745E-05
   332    0.27963E+04    0.14778E+02    0.14673E-02    0.10393E+03    0.31144E-07    0.46668E-04    0.11805E-05
   333    0.27671E+04    0.14950E+02    0.14541E-02    0.10302E+03    0.31027E-07    0.46226E-04    0.11864E-05
   334    0.27382E+04    0.15120E+02    0.14411E-02    0.10206E+03    0.30910E-07    0.45788E-04    0.11920E-05
   335    0.27095E+04    0.15289E+02    0.14285E-02    0.10108E+03    0.30793E-07    0.45353E-04    0.11975E-05
   336    0.26811E+04    0.15456E+02    0.14162E-02    0.10006E+03    0.30678E-07    0.44922E-04    0.12027E-05
   337    0.26531E+04    0.15622E+02    0.14043E-02    0.99002E+02    0.30562E-07    0.44496E-04    0.12077E-05
   338    0.26252E+04    0.15786E+02    0.13928E-02    0.97922E+02    0.30448E-07    0.44073E-04    0.12125E-05
   339    0.25978E+04    0.15950E+02    0.13816E-02    0.96806E+02    0.30334E-07    0.43654E-04    0.12170E-05
   340    0.25705E+04    0.16112E+02    0.13708E-02    0.95669E+02    0.30221E-07    0.43239E-04    0.12213E-05
   341    0.25436E+04    0.16271E+02    0.13604E-02    0.94489E+02    0.30108E-07    0.42828E-04    0.12254E-05
   342    0.25169E+04    0.16430E+02    0.13504E-02    0.93281E+02    0.29996E-07    0.42420E-04    0.12293E-05
   343    0.24907E+04    0.16585E+02    0.13408E-02    0.92045E+02    0.29885E-07    0.42017E-04    0.12329E-05
   344    0.24647E+04    0.16740E+02    0.13316E-02    0.90780E+02    0.29774E-07    0.41618E-04    0.12362E-05
   345    0.24391E+04    0.16891E+02    0.13228E-02    0.89487E+02    0.29663E-07    0.41222E-04    0.12393E-05
   346    0.24138E+04    0.17042E+02    0.13145E-02    0.88174E+02    0.29554E-07    0.40831E-04    0.12421E-05
   347    0.23888E+04    0.17190E+02    0.13066E-02    0.86825E+02    0.29444E-07    0.40444E-04    0.12447E-05
   348    0.23642E+04    0.17335E+02    0.12992E-02    0.85448E+02    0.29336E-07    0.40060E-04    0.12470E-05
   349    0.23399E+04    0.17479E+02    0.12923E-02    0.84043E+02    0.29228E-07    0.39681E-04    0.12490E-05
   350    0.23160E+04    0.17620E+02    0.12858E-02    0.82618E+02    0.29120E-07    0.39305E-04    0.12507E-05
   351    0.22926E+04    0.17759E+02    0.12798E-02    0.81165E+02    0.29013E-07    0.38934E-04    0.12522E-05
   352    0.22693E+04    0.17895E+02    0.12742E-02    0.79684E+02    0.28907E-07    0.38567E-04    0.12534E-05
   353    0.22466E+04    0.18029E+02    0.12692E-02    0.78189E+02    0.28801E-07    0.38203E-04    0.12543E-05
   354    0.22241E+04    0.18160E+02    0.12645E-02    0.76660E+02    0.28695E-07    0.37843E-04    0.12550E-05
   355    0.22021E+04    0.18289E+02    0.12603E-02    0.75110E+02    0.28590E-07    0.37487E-04    0.12555E-05
   356    0.21804E+04    0.18415E+02    0.12565E-02    0.73547E+02    0.28486E-07    0.37134E-04    0.12558E-05
   357    0.21592E+04    0.18538E+02    0.12531E-02    0.71956E+02    0.28382E-07    0.36784E-04    0.12558E-05
   358    0.21383E+04    0.18658E+02    0.12500E-02    0.70352E+02    0.28279E-07    0.36438E-04    0.12557E-05
   359    0.21178E+04    0.18775E+02    0.12474E-02    0.68721E+02    0.28176E-07    0.36095E-04    0.12554E-05
   360    0.20978E+04    0.18889E+02    0.12451E-02    0.67072E+02    0.28073E-07    0.35755E-04    0.12550E-05
   361    0.20781E+04    0.19001E+02    0.12431E-02    0.65403E+02    0.27972E-07    0.35418E-04    0.12544E-05
   362    0.20589E+04    0.19110E+02    0.12414E-02    0.63715E+02    0.27870E-07    0.35084E-04    0.12537E-05
   363    0.20400E+04    0.19216E+02    0.12401E-02    0.62012E+02    0.27769E-07    0.34753E-04    0.12529E-05
   364    0.20216E+04    0.19318E+02    0.12391E-02    0.60289E+02    0.27669E-07    0.34424E-04    0.12520E-05
   365    0.20035E+04    0.19417E+02    0.12383E-02    0.58552E+02    0.27569E-07    0.34098E-04    0.12510E-05
   366    0.19860E+04    0.19514E+02    0.12378E-02    0.56799E+02    0.27470E-07    0.33775E-04    0.12500E-05
   367    0.19688E+04    0.19606E+02    0.12376E-02    0.55031E+02    0.27371E-07    0.33454E-04    0.12489E-05
   368    0.19520E+04    0.19695E+02    0.12376E-02    0.53250E+02    0.27273E-07    0.33135E-04    0.12477E-05
   369    0.19357E+04    0.19782E+02    0.12379E-02    0.51455E+02    0.27175E-07    0.32818E-04    0.12466E-05
   370    0.19198E+04    0.19864E+02    0.12383E-02    0.49649E+02    0.27077E-07    0.32503E-04    0.12454E-05
   371    0.19043E+04    0.19943E+02    0.12390E-02    0.47830E+02    0.26980E-07    0.32190E-04    0.12442E-05
   372    0.18893E+04    0.20019E+02    0.12398E-02    0.46002E+02    0.26884E-07    0.31880E-04    0.12431E-05
   373    0.18747E+04    0.20092E+02    0.12408E-02    0.44161E+02    0.26788E-07    0.31570E-04    0.12420E-05
   374    0.18605E+04    0.20161E+02    0.12419E-02    0.42313E+02    0.26692E-07    0.31263E-04    0.12409E-05
   375    0.18467E+04    0.20226E+02    0.12432E-02    0.40456E+02    0.26597E-07    0.30957E-04    0.12399E-05
   376    0.18334E+04    0.20289E+02    0.12447E-02    0.38590E+02    0.26503E-07    0.30652E-04    0.12390E-05
   377    0.18206E+04    0.20347E+02    0.12462E-02    0.36719E+02    0.26408E-07    0.30349E-04    0.12382E-05
   378    0.18081E+04    0.20401E+02    0.12478E-02    0.34840E+02    0.26315E-07    0.30047E-04    0.12374E-05
   379    0.17961E+04    0.20452E+02    0.12496E-02    0.32957E+02    0.26221E-07    0.29746E-04    0.12368E-05
   380    0.17845E+04    0.20500E+02    0.12513E-02    0.31068E+02    0.26129E-07    0.29446E-04    0.12364E-05
   381    0.17734E+04    0.20542E+02    0.12532E-02    0.29176E+02    0.26036E-07    0.29147E-04    0.12361E-05
   382    0.17626E+04    0.20582E+02    0.12551E-02    0.27282E+02    0.25944E-07    0.28849E-04    0.12359E-05
   383    0.17523E+04    0.20618E+02    0.12570E-02    0.25383E+02    0.25853E-07    0.28552E-04    0.12359E-05
   384    0.17426E+04    0.20649E+02    0.12589E-02    0.23485E+02    0.25762E-07    0.28255E-04    0.12362E-05
   385    0.17331E+04    0.20678E+02    0.12608E-02    0.21585E+02    0.25671E-07    0.27959E-04    0.12366E-05
   386    0.17242E+04    0.20703E+02    0.12627E-02    0.19686E+02    0.25581E-07    0.27663E-04    0.12373E-05
   387    0.17156E+04    0.20723E+02    0.12646E-02    0.17787E+02    0.25491E-07    0.27367E-04    0.12382E-05
   388    0.17074E+04    0.20739E+02    0.12665E-02    0.15891E+02    0.25402E-07    0.27072E-04    0.12393E-05
   389    0.16997E+04    0.20750E+02    0.12682E-02    0.13997E+02    0.25313E-07    0.26776E-04    0.12407E-05
   390    0.16925E+04    0.20760E+02    0.12699E-02    0.12107E+02    0.25224E-07    0.26481E-04    0.12424E-05
   391    0.16856E+04    0.20764E+02    0.12716E-02    0.10220E+02    0.25136E-07    0.26186E-04    0.12444E-05
   392    0.16791E+04    0.20767E+02    0.12731E-02    0.83396E+01    0.25049E-07    0.25890E-04    0.12467E-05
   393    0.16732E+04    0.20764E+02    0.12745E-02    0.64640E+01    0.24961E-07    0.25594E-04    0.12493E-05
   394    0.16676E+04    0.20758E+02    0.12758E-02    0.45958E+01    0.24874E-07    0.25298E-04    0.12523E-05
   395    0.16623E+04    0.20748E+02    0.12769E-02    0.27336E+01    0.24788E-07    0.25001E-04    0.12556E-05
   396    0.16576E+04    0.20733E+02    0.12779E-02    0.88091E+00    0.24702E-07    0.24703E-04    0.12592E-05
   397    0.16531E+04    0.20715E+02    0.12787E-02   -0.96354E+00    0.24616E-07    0.24405E-04    0.12633E-05
   398    0.16492E+04    0.20693E+02    0.12793E-02   -0.27984E+01    0.24531E-07    0.24106E-04    0.12678E-05
   399    0.16456E+04    0.20667E+02    0.12797E-02   -0.46228E+01    0.24446E-07    0.23805E-04    0.12726E-05
   400    0.16424E+04    0.20638E+02    0.12799E-02   -0.64359E+01    0.24361E-07    0.23504E-04    0.12779E-05
   401    0.16396E+04    0.20604E+02    0.12799E-02   -0.82371E+01    0.24277E-07    0.23202E-04    0.12836E-05
   402    0.16372E+04    0.20566E+02    0.12797E-02   -0.10025E+02    0.24193E-07    0.22899E-04    0.12898E-05
   403    0.16352E+04    0.20524E+02    0.12792E-02   -0.11800E+02    0.24110E-07    0.22595E-04    0.12963E-05
